file,question,answer,similarity
IMG_20260316_224847.jpg,2,1 () Se44 aey hlalon M Ccn S On Sel having conjo| Conac| 0 n thein Onh Ct Woh Lv ho trdn be Jc nsal on comn-ind coneles )on. 1k) Paceond;hion 1s O 2clse UJh en < ELe Pmson #ha C3b Judq < on belie we +0 cichId bobe_ bd _ CL,0.0837
IMG_20260316_224847.jpg,3,amm J mUW Cbnclu) on oc+n veaiyhnd sF Hact 0m 1 Lc Lyonds_ eb2 '1 WJho & Ehc PensOn an ayz2 Ek S tute ment am d hng,-0.0104
IMG_20260316_225007.jpg,1,2 2 8 V 6 12 1 7 6 1 &< 7 1 3 3 0 8 8,0.1609
IMG_20260316_225007.jpg,2,J }  ' 7 k 6 1 6 3  3 '   0 1 1 # ^  6 4: 1,0.0571
IMG_20260316_225007.jpg,3,;:  ; 1 ] J 4 L 7a ` 0,0.0238
IMG_20260316_225201.jpg,1,12 Qu.}HAn _ ' 0) Valu E dudakiamm 3  kal e eduosem Huk +escu 4hu pusceipoten 88  Q wi+ Ao Sx00 0 _ 9 00,0.1169
IMG_20260316_225201.jpg,2,&` ` WT OLU Ond 14g gi9iji cance 4 doa duy xje Colkecyrls Ex ary} le Hamnans haS_ecsboke toax {hsx 48 F9s Y 3cC. Od Unke ;ka U9ik6 mulusk Hobbiness ad mukccul 40 achi Q1e beskes E #us 981,0.068
IMG_20260316_225201.jpg,3,b) seyL Regukak 8  (Sony/s I 1 2 H duds + 9 'I +089o9dX bsdd We 09 Srsbori b/€ FoS bsybes- neuS and KQa2 baushe ~Sak& Cosce 9uS bed eJ 19 : EX ehcbsyy L+ake food e a&loikacs,-0.0712
IMG_20260316_225433.jpg,1,0 Y 3 487 Fe 5 & 12 1 1 4 3 9 F Ef + { E 2 { 1 J { 1 2,0.0268
IMG_20260316_225433.jpg,2,8 a 4 6 5 Jad S 3 1 J 1 5 8} 34 1 E 1 ; QSe Q 1 }% 1 1 S 1 V 6 4,0.0125
IMG_20260316_225433.jpg,3,+ QaF 5 [ 2 J 3 { 4 { 5 [ 1 J 9 ? 1 1 1 5 4 { #F f 2 } I J,-0.025
IMG_20260316_225514.jpg,1,S) 1 2 [ 3 2 } { 2 8 4 E HF 8 J# 1 X 3 04 F 4 2 2 2,-0.0221
IMG_20260316_225514.jpg,2,D < 4 { { F 6. E 1 ~ t 1 1 $' @ 4 )1 } 1 3 8 4 { 10 6 3 k 3 8_7,0.0021
IMG_20260316_225514.jpg,3,O 3 8 S7 qP 4) 6 1 LJ 3 [ # & } L ~ 4 4 f } } 1  8 S',-0.007
IMG_20260316_225557.jpg,1,"3 educ ation 'p (Sons Kax ) which '3 L(o volue t0 nau hazrond ona ae' happine LISe Uve ""8 ` 4^ : } {: at focl 7{13, 1 1""'i1 3 R $ cka-taLJ connected A > '7 / 3 . `' indvidual Vevel  , _- D?) { 1 A1 +he ~o' Uvel :1 +e hokn:ji` ^{ fomiy Uit [o S 0 @ety Luel pfnfi ' : A0~ ~)v `",0.0768
IMG_20260316_225557.jpg,2,A { ~a_ Jevel ef natuse . A 0) 0f-) T0 ? )7 exampl 1 6 9 bave U9 o~Ked Rn & heJ lol S o& sKil st xo ncvind 7 Com Pa ny these i s a &'shaumony: {n-enal crtlict homc 1 jus t scold sa+uynina ~0 And at+24 Jeoa to bestween Son wiU &ap n8 A nd 0 dshonesty bo-th +1 Jenchaton u9 03 |< Jad 3 cheaticd Io goje+4 my Nou 9 wiLy,-0.0102
IMG_20260316_225557.jpg,3,"CCD at Sou~d ~ dishamond Lt exp?lof + which U & @ exces ~esoulik {!"": }. natuu ';3 Rojn[o ? H 622 +nat abole_ example Use Hec faom edu &ation to USe have need va LLLQ_ and m aintain Aa Ve 44 & al und Stondi3} 4 conHaious hakbin exs nd proskesuitd 3320Lv2 (e ve| ""_8 / < ? [ n . 5 'i0 ') . 4 ' € 1' :An GAotn _~il Tio - {'F€ 3) ? : > X ""1; . ( `c 1 2^.'Y1Y C 6wX 3J 0 ) ' ^ 1h ] 1 v:,in0",0.0498
IMG_20260316_225648.jpg,1,4 FecLinJ ek :44 9t3 Ul atron mcani 4o oWn lotk L'+L You wf U 4o WI #h~ main J oa 5 do labouy and 13 hopbin exs and Pro spe-ty 4his Wotk +ull As Lot+ ch @S As you KnoUs ~elatcd J ~at tpic byt yo~ anxiety thm ana u0t6 accojd'hay hawl Jo mana}l,-0.0096
IMG_20260316_225648.jpg,2,Foy cv a mpl do L0j K Ls +6 Jon yo @+J Supboje hodd @ork Co Yo4 0 * P*4+ +hatt Ond L /H And happines Jo? #hat ana Co you U4U malcllG_+t' € but mofiva La Lh'ch CULLL 2 sebect ta+ peauon 1 Preconditionirg 's +~ Arst step e Foceyk Lhel 9megination men Tmagination 2 (Vichas) expectation. Detine (Jena ) Ahovah} ;t 8 don '4 Jesu- * 0 nd o ccept 0 he Ue Ju+,0.111
IMG_20260316_225648.jpg,3,4 NJou 41104 46a- 3US 0 i+ 3t *p - Q Na+uyal acektence Cens ~Hon and 06 mo +v aHor ini+i al + Couycu 3+ s .: ( dzii-e + ~hought fo ~ fmajina+i on + ) expectaton Cx ~ wan- 'Ao buy Caul Supbose Qus you you in <hol S00m and thee gou asce F= 9 o juI@ no onc 4dl quud on) 40 choo € & Clasi why a^J_nal RXpensi LA  Qay Ul + Cho 0f& Yok_ch no ~ekiHicton ML +Au_,0.0532
IMG_20260316_225744.jpg,1,. 2 L () (Ins :_6)Value € cluc ohon 16 the 1 ducalicn fld cachr5 Jn djui duo l fo seed and _bchn ah px epexyy thcd Jhiik uzl hclp thu Jndj ui clual J takvng Sijht dacrjon: (iJ # dleachc $ jllfc$ and ptisple t a,0.1124
IMG_20260316_225744.jpg,2,Lel  e Le ML en ~uiilu cls h cutvor an d J'attonshif vith cthckz_.ood b) nvs :  Culig cf 2 xgrJakion: moWn& thc Ovv shauld soue U Cnthae khc deei cion thak he /ch is On Iakund kcaulalfon JuwJaKhg the i4 kcby,0.1294
IMG_20260316_225744.jpg,3,U) iu I Jmclkuduap balo Cn ~uuy { ef cn Jhe Jrclwdual Tpk wrd valje G0 (n 1 declsion fah Ker pohray| Cam / tahc tlno wsovg haplvcks.,0.017
IMG_20260316_225823.jpg,1,2 QIa) Slu_Esualin  - ubn Iulbl bo  O1 obiu' ja  deolind bt jY7 Thc jrai boh th duatu Jluuttlits Ahk Yodtuheit s plx . Tn - Ortbn to ir-Hlouruut tku Lalux Sotits hatuSt Nw # Iolip salua Zkouvsh Aoalue keslb tauskt Lluatis .,0.1123
IMG_20260316_225823.jpg,2,"Js) Tk tuu  kud  %b Sf Jujuallen 9ely-*> T J 4392298"" & Bul Lscld | zexcivuseea ex VIL Tt Kalx J suduvlark Mokx /oulls {A 1288 JoRller eu Ssuw> , flsaht -ccey> kabsba Aou hol &hl hlyxx bxg ix mubbxvs 1 ix Raunotg tu tkun 1z awz ~unsir& Lalo2 1) Be_(otlitiet  2 3 2",-0.0022
IMG_20260316_225823.jpg,3,"Tt iz {scouav Jn Johicl uulan Anluxz 1 ~xkeUpl hIl jn{untd Bh t keusot wikhut ant Ko unchmin] xbstnbz %uch Urz Bamilt , 9xab& ) sc, UJl fsyt ktshak Tp  elnut Maluy 9 had hok ln hf llnf 03 sg Kaae N {Aoskoc {anabusk _ (/ Dowtn E Jx : N MpYX &b ""gow %csQuct' Motut ~Hiu Iax kllav]",-0.0048
IMG_20260316_225911.jpg,1,0 K? 9 J7 136 WVivn 6p 9 8 3 3 K 3 4 3Q 1 { > ~ 67 83q 3 2 1 4 2 { 2 },0.0839
IMG_20260316_225911.jpg,2,[ 2 1 1 8 3 8 4 6 } 2 3 JV 8 2 8 8 > 4 $ 1 3 ) ; 6 8 8 f J 6 { 2 { 6' $ V 1 N L 2 7 3 1 8 8 4 0 8 T 9,-0.0006
IMG_20260316_225911.jpg,3,8 0c 0 6 3 L 9 R V 8 R 1 e 5 1 2 { } 11 4J 8 S 4 8 1e S 2 1 2 3 8 1 2 1 8 1 Jy 2 5 2 Q ` ^ 2 2 x 1 1 ~',0.0177
IMG_20260316_225934.jpg,1,1 2 8 2 2 2 JILW 1 F 7 2 g 5 ~ } 2 3 la 8 ~ 1 [ o 17 3,-0.0202
IMG_20260316_225934.jpg,2,LF { = { 2 5= #F1 3 6 1 1 1 1 J S= 2 { H ] E [ E 5' 0 8 0 f p 6 2 72 5 [ 8 1 ] < 2,0.0627
IMG_20260316_225934.jpg,3,3 I8 5 L 0 1T 2 1 }  75 2 F 1 8 2 < 1 2 1 1 3 022 ] 8} } 2 2 F Ft 2 3,-0.0547
IMG_20260316_230021.jpg,1,"0i  Value bches Ce 7 Aorhu/hehbz 7 < Uhd 1m Jorge Sektig: Conbb46o- Reumnr 1s Uh @ nixnevnl . Valeu 2 frl, soves Mdl nubse",0.1253
IMG_20260316_230021.jpg,2,6) oela Zor 11 Cos Fosn Zolloz 7 Xef Mlz Ixake Onol FRi "iJ Labeu Ovl Eercs 1V) Pexhre 22 Yeza iv ) 7rehs oec Melun: TZ nahy Leiy /a hzv hoze7y Lde 7 | TZ /zby h; Azem 2A os/euz.,0.0587
IMG_20260316_230021.jpg,3,"~) Fcondi hony lulon Leu Dccy// Lhckver 1 ` K02 622 al 7 FvpAesots Soxd U4 BiCE 22}72/ Zotb bo4 724 Dz/ roslh To _3 Uhclod 7 Frrensw , Sceh/ Inouzzss 2e720 Z nJ",-0.0293
IMG_20260316_230111.jpg,1,7 9 1 5 T S ; 9 1 6 l1 2f { Q 2 F 6 4 7 0 8 6 67 k } 1 ) e 6 7 7 { 0 } 1 ? IW,0.0389
IMG_20260316_230111.jpg,2,2 L 3 2 3 0 3 4 9 7' H1 8 f { 8 6 [ [ @ f 1 3 f V | 6 6 1  6 A 1 d 0 F,0.0317
IMG_20260316_230111.jpg,3,5 0 0 2 3 8 2 8 6 { 1 [ 4 1 7 J J 5 Q E 3 J 1 ; 2 6 e <,-0.0053
IMG_20260316_230146.jpg,1,@ 9 ( f J ? { H 4a 5 C f8 1 & 1 2 L 1 1j 14_ 6 c 8 ; 1 1 IW 0 5 1 1 12 6 6 W 1 1 { 5,-0.0433
IMG_20260316_230146.jpg,2,5 1 ; 2 5 0 J20 dv ; 2 J $ $ 1 $ 0 6 J 8 29 NL J } R 9 c d [ 6 T x E 1  8 2 0 1 P; J & 9 6 { 7 1 2 {t W 2 ;,0.0166
IMG_20260316_230146.jpg,3,5 3 T `` ; 2 )  4 $ 4 }ALJ 0 1 ~ | Fv 6 t 7 1 1 f 6 { 1 1 2 J 4 1 J 1 44 4 8 F [Vt,0.0046
IMG_20260316_230206.jpg,1,8 5 7' 1 ~ 3 7 2 3 1 { 0 F 0 J { H 1 67 4 Jj  8 1 8 f 1 ;0 $ 0} 8 1 0; t 0 7,-0.0105
IMG_20260316_230206.jpg,2,1 1 Q f 07 6 + N { t J j L9 J 0 8 2 Ti 5' 1 9 6t { 9 2 5 1 [ 8 4 32 ) {,0.0002
IMG_20260316_230206.jpg,3,~ 0 3U & ` & 6 1 7 3 8 #L 8 5 1 6 2 9 6 [ 9 8 1 R 0a 0 ja8 8,-0.0267
IMG_20260316_230447.jpg,1,0 9 2 &' 3 f 8' TA H H f F4 5t [ E F 7 7 8 #,-0.0069
IMG_20260316_230447.jpg,2,"6 ~2 & 8644 1 2 1 p T 7 1 792 * 5 F 1 1 6 qP & }, F Hti F E F 2t <",-0.0052
IMG_20260316_230447.jpg,3,'4 3 } 6t #y #F [ S. J ] } 8 jL FF 1 7 T,-0.0196
IMG_20260316_230524.jpg,1,% O 2 0 6 Ft 0 8 8 4 8 9 } S" $ 4 F #t L 8 #a s6 a8 88,-0.0104
IMG_20260316_230524.jpg,2,6 S < { ~6_ & 1 p 1 1 J 1 & pe 1 J 8 3,-0.0081
IMG_20260316_230524.jpg,3,2 682  [ 8 6 Je 1 2 7 8 } 4 6' M Y 6' 5 &,-0.0419
IMG_20260316_230555.jpg,1,0 1 6 6 70 EHL 8 c ? edr 6 1 1 1 T 1 3 1 p,0.062
IMG_20260316_230555.jpg,2,4 6 & ) Jk } J J#  6 8 5' 1 pha 7 ] 6 { J 1 3 J Fs 0 4,0.0365
IMG_20260316_230555.jpg,3,4 E 3 J #7 5 7 V 1 d 8 F $ HX } 21 F 0 9 4 8 Le 7 8,0.0223
IMG_20260316_230633.jpg,1,No answer detected,0.0774
IMG_20260316_230633.jpg,2,{  6 3 6 9 2 @ #LFVH 5 J 2 Yu { ] 2 ; f 7 {; 3 ; m 6300 9 5 2 9 1 1L a 1 ; ; W E 5 5 1 YwV { ( 1 ; 1 4 1 9 6 x $ $ [ 72 W J 9 t v W 1 J J 1 { H + # S 6 a 9 6 ; q 1 1 L 1 W J { 6 1 3 1 M 4 [,-0.0513
IMG_20260316_230633.jpg,3,Vovan TW Tanon0,-0.0378
IMG_20260316_230701.jpg,1,2 1 8 1- V ~ F  0 X 2 N} 0 ^ 3 4 3 8 F F 6 4 0 1 ^ 1 {" 7 $ 1 6 4 f 2 V" Y { e S 2,0.0001
IMG_20260316_230701.jpg,2,JX 7 4 4 8 7 3 7 f} 71 ? = 3 3 5 c' 8 { } S 8 3 2 Vm t [ } 4 8 Jaz 1 0 7f} 0 ~ ~  6 3,-0.0035
IMG_20260316_230701.jpg,3,X 49 07 5 7 O JF 0 } J 3 2 [ 1 8 1 2 { { 8 [ ~ 2 8 } 4 3 1 f 1 2 1 F Ii} J0,-0.0704
IMG_20260316_230723.jpg,1,"3 91) 0) ke Valu e Edu Cahon A Hhe sudy 9] pahupoh 0n Jo Hh e ~undeutondimq O@ D 0de 1 0 (J; Wsend leucls lonyen Eoie 8A livmg ( jndivi duol , Jorfr&4 , ) orely ad",0.0991
IMG_20260316_230723.jpg,2,"ml  € ) 1) 6) k: 7/1e Heyn 4 Feclimg & Sel]-nsgulohon' oefv F #he ( oh/n0 / We Kae Luue [ves . The ""sel4 LontnlS QU desinep, +houghb Dd ex pe <tatonz",0.0349
